Px,  Py,              theta1,                        theta4
9.00,    7.00003490666667,                111.071778203654,                        29.9412436509158
8.99,    7.17431189207614,                110.381417542085,                        31.4883224600189
8.97,    7.34729715920069,                109.804227068247,                        33.1482916047299
8.93,    7.51763927288617,                109.341010943016,                        34.9037900217843
8.88,    7.68404182073277,                108.992920780798,                        36.7384746454034
8.81,    7.84523837295562,                108.761567646007,                        38.636681226291
8.73,    8.00000212072521,                108.648952880435,                        40.5833601125358
8.64,    8.14715521296695,                108.657366474001,                        42.564001807721
8.53,    8.28557772056102,                108.789252861415,                        44.5645618328299
8.41,    8.41421615971895,                109.047045584605,                        46.5713927509425
8.29,    8.53209150966891,                109.432974788446,                        48.5711900589462
8.15,    8.63830666362973,                109.948854816822,                        50.550957808609
8.00,    8.73205325636709,                110.595862793499,                        52.4979990570472
7.85,    8.81261781636984,                111.374322301153,                        54.3999353087499
7.68,    8.87938719582436,                112.28350825537,                     56.2447577418884
7.52,    8.93185323706148,                113.321489014203,                        58.0209109931448
7.35,    8.96961663996125,                114.485019209555,                        59.7174074908157
7.17,    8.99239000088213,                115.76949184305,                     61.3239668367494
7.00,    8.99999999998651,                117.16895160274,                     62.8311708537973
6.83,    8.99238872031546,                118.676164352716,                        64.2306212206979
6.65,    8.96961408857385,                120.282731679482,                        65.5150839049131
6.48,    8.93184943427104,                121.979235326599,                        66.6786037057988
6.32,    8.87938217057254,                123.755394829997,                        67.7165737398895
6.15,    8.81261160690203,                125.600222564603,                        68.6257487525621
6.00,    8.7320459099413,             127.502163124514,                        69.4041972087421
5.85,    8.63829823615696,                129.449207653707,                        70.0511941195671
5.71,    8.53208206528762,                131.428977628164,                        70.5670631481956
5.59,    8.41420577030692,                133.428776079443,                        70.9529814813223
5.47,    8.28556646518831,                135.43560703412,                     71.2107635071164
5.36,    8.14714317729416,                137.436165961974,                        71.3426393963047
5.27,    7.99998939635148,                139.416805395177,                        71.3510426994929
5.19,    7.84522505672159,                141.363480818575,                        71.2384178449314
5.12,    7.68402801398349,                143.261682693492,                        71.0070548034354
5.07,    7.51762508069983,                145.096361319339,                        70.65895488776
5.03,    7.3472826895889,             146.851852392159,                        70.1957291261005
5.01,    7.1742972551619,             148.51181278685,                     69.6185290921713
5.00,    6.99998530717959,                150.059178422863,                        68.9280094909635
5.01,    6.82567347101903,                151.476159148389,                        68.1243220769315
5.03,    6.65268837120627,                152.744289341089,                        67.2071414581614
5.07,    6.48234653495543,                153.844557095248,                        66.1757248464195
5.12,    6.31594437255487,                154.757638804574,                        65.0290096834566
5.19,    6.15474831085597,                155.464268482408,                        63.765755132931
5.27,    5.99998515495504,                155.945770422076,                        62.3847354519113
5.36,    5.85283275142216,                156.184777196465,                        60.8849949201252
5.47,    5.71441102413566,                156.166139478003,                        59.2661748100666
5.59,    5.58577345094535,                155.878007049445,                        57.5289220830657
5.71,    5.46789904603249,                155.313020939445,                        55.6753860583688
5.85,    5.36168490898593,                154.469508262345,                        53.7098019191566
6.00,    5.26793939730061,                153.352523631833,                        51.6391472005962
6.15,    5.18737597426018,                151.974549881959,                        49.4738383222058
6.32,    5.12060777902526,                150.355675051286,                        47.2284089204245
6.48,    5.06814296025234,                148.523115932715,                        44.9220826557467
6.65,    5.03038080875766,                146.510059993453,                        42.5791262313961
6.83,    5.00760871865874,                144.353925766431,                        40.2288533975351
7.00,    5.00000000012143,                142.094259538433,                        37.9051600627067
7.17,    5.00761256035873,                139.770554882845,                        35.6455149493893
7.35,    5.03038846291984,                137.420279793982,                        33.4894119074488
7.52,    5.06815436862366,                135.077329126964,                        31.4763969646418
7.68,    5.1206228547807,             132.771015394146,                        29.6438878412951
7.85,    5.18739460266361,                130.5256040072,                      28.0250706955932
8.00,    5.26796143657796,                128.360317385661,                        26.6471606385728
8.15,    5.36171019140422,                126.289688047203,                        25.5302438191241
8.29,    5.46792737917635,                124.324131454864,                        24.6868011475103
8.41,    5.58580461918144,                122.470624363992,                        24.1218854315057
8.53,    5.71444479025377,                120.733401350671,                        23.8338222077057
8.64,    5.85286885844055,                119.114611284562,                        23.8152512168517
8.73,    6.00002332807621,                117.614900814065,                        24.0543212608318
8.81,    6.15478825955805,                116.233911012923,                        24.5358823217448
8.88,    6.31598579280271,                114.970686054645,                        25.2425665351323
8.93,    6.48238911151445,                113.824000163114,                        26.1556979627163
8.97,    6.65273178004163,                112.792612524975,                        27.2560105434672
8.99,    6.82571738176174,                111.875460646876,                        28.5241807094867
9.00,    7.00002938564082,                111.071801835372,                        29.9411966684529
